Condition,Data Type,Geography,Sex,Age group type,Prevalence_Age_Group,Fiscal year,Prevalence_Rate,Standard Error,Prevalence_Lower_CI,Prevalence_Upper_CI,Rate CV (%),Case counts,Population_disease,Primary_Specialty,Secondary_Specialty,Mapping_Type,Mapping_Rationale,Province,Specialty,Population_market,Physician_Count,Physicians_per_100k,Service_Volume,Services_per_Physician,Market_Activity_Index,Incidence_Rate,Incidence_Age_Group,Incidence_Lower_CI,Incidence_Upper_CI,Incidence_Evidence_Status,Market_Evidence_Status,Prevalence_Percentile,Geographic_Prevalence_Signal,Market_Activity_Percentile
"Dementia, including Alzheimer disease",Age-standardized prevalence,Nova Scotia,Both sexes,Total,65+,2023–2024,5.04,0.0438,4.96,5.13,0.87,13305.0,260000.0,Neurology,Psychiatry,Multi_specialty,Neurologic condition with additional behavioral and psychiatric management relevance,Nova Scotia,Neurology,1056200,33,3.124408256012119,13474.0,408.3030303030303,0.19614617424671657,1243.0,65+,1198.0,1288.0,Available,Available,0.4166666666666667,Lower relative prevalence,0.16
"Dementia, including Alzheimer disease",Age-standardized prevalence,New Brunswick,Both sexes,Total,65+,2023–2024,,,,,,,,Neurology,Psychiatry,Multi_specialty,Neurologic condition with additional behavioral and psychiatric management relevance,New Brunswick,Neurology,835000,23,2.754491017964072,13623.0,592.304347826087,0.2845392348167474,,65+,,,Unavailable_for_geography,Available,,Evidence unavailable,0.26
"Dementia, including Alzheimer disease",Age-standardized prevalence,Quebec,Both sexes,Total,65+,2023–2024,5.84,0.0168,5.81,5.87,0.29,121240.0,1961855.0,Neurology,Psychiatry,Multi_specialty,Neurologic condition with additional behavioral and psychiatric management relevance,Quebec,Neurology,8903100,290,3.257292403769473,590742.0,2037.0413793103448,0.978581699571122,1367.0,65+,1350.0,1384.0,Available,Available,0.9166666666666666,High relative prevalence,0.86
"Dementia, including Alzheimer disease",Age-standardized prevalence,Ontario,Both sexes,Total,65+,2023–2024,5.99,0.0131,5.96,6.01,0.22,211450.0,3204005.0,Neurology,Psychiatry,Multi_specialty,Neurologic condition with additional behavioral and psychiatric management relevance,Ontario,Neurology,15788400,502,3.1795495427022376,967625.0,1927.5398406374504,0.92597785808389,1332.0,65+,1319.0,1345.0,Available,Available,1.0,High relative prevalence,0.76
"Dementia, including Alzheimer disease",Age-standardized prevalence,Manitoba,Both sexes,Total,65+,2023–2024,5.57,0.0447,5.48,5.66,0.8,15680.0,264085.0,Neurology,Psychiatry,Multi_specialty,Neurologic condition with additional behavioral and psychiatric management relevance,Manitoba,Neurology,1461000,43,2.943189596167009,89819.0,2088.813953488372,1.0034529143362627,1398.0,65+,1352.0,1446.0,Available,Available,0.6666666666666666,Moderate relative prevalence,0.96
"Dementia, including Alzheimer disease",Age-standardized prevalence,Saskatchewan,Both sexes,Total,65+,2023–2024,4.67,0.0443,4.58,4.76,0.95,11255.0,227045.0,Neurology,Psychiatry,Multi_specialty,Neurologic condition with additional behavioral and psychiatric management relevance,Saskatchewan,Neurology,1217700,35,2.874271166954094,32112.0,917.4857142857144,0.4407542913644237,1085.0,65+,1041.0,1130.0,Available,Available,0.25,Lower relative prevalence,0.46
"Dementia, including Alzheimer disease",Age-standardized prevalence,Alberta,Both sexes,Total,65+,2023–2024,5.74,0.0265,5.69,5.79,0.46,47315.0,826185.0,Neurology,Psychiatry,Multi_specialty,Neurologic condition with additional behavioral and psychiatric management relevance,Alberta,Neurology,4734700,206,4.350856442858047,187727.0,911.2961165048544,0.4377808480276436,1313.0,65+,1287.0,1340.0,Available,Available,0.8333333333333334,High relative prevalence,0.36
"Dementia, including Alzheimer disease",Age-standardized prevalence,British Columbia,Both sexes,Total,65+,2023–2024,5.55,0.0208,5.51,5.59,0.37,71885.0,1200320.0,Neurology,Psychiatry,Multi_specialty,Neurologic condition with additional behavioral and psychiatric management relevance,British Columbia,Neurology,5585500,233,4.171515531286366,256049.0,1098.9227467811158,0.5279154857455619,1348.0,65+,1327.0,1370.0,Available,Available,0.5833333333333334,Moderate relative prevalence,0.66
"Dementia, including Alzheimer disease",Age-standardized prevalence,Yukon,Both sexes,Total,65+,2023–2024,5.6,0.3297,4.97,6.29,5.89,310.0,7410.0,Neurology,Psychiatry,Multi_specialty,Neurologic condition with additional behavioral and psychiatric management relevance,Yukon,Neurology,45700,0,0.0,,,,1550.0,65+,1213.0,1966.0,Available,Unavailable_due_to_service_volume,0.75,High relative prevalence,
"Dementia, including Alzheimer disease",Age-standardized prevalence,Northwest Territories,Both sexes,Total,65+,2023–2024,4.82,0.3806,4.1,5.65,7.9,175.0,5115.0,Neurology,Psychiatry,Multi_specialty,Neurologic condition with additional behavioral and psychiatric management relevance,Northwest Territories,Neurology,44300,0,0.0,,,,1122.0,65+,767.0,1614.0,Available,Unavailable_due_to_service_volume,0.3333333333333333,Lower relative prevalence,
"Dementia, including Alzheimer disease",Age-standardized prevalence,Nunavut,Both sexes,Total,65+,2023–2024,2.86,0.5143,1.94,4.15,17.99,40.0,2370.0,Neurology,Psychiatry,Multi_specialty,Neurologic condition with additional behavioral and psychiatric management relevance,Nunavut,Neurology,40900,0,0.0,,,,,65+,,,Unavailable_for_geography,Unavailable_due_to_service_volume,0.08333333333333333,Lower relative prevalence,
Heart failure,Age-standardized prevalence,Newfoundland and Labrador,Both sexes,Total,40+,2023–2024,3.81,0.0328,3.75,3.88,0.86,13785.0,332780.0,Cardiology,Internal Medicine,Direct,Cardiovascular condition with broader medical management relevance,Newfoundland and Labrador,Cardiology,540500,18,3.330249768732655,26674.0,1481.888888888889,0.7118899803377627,521.0,40+,496.0,547.0,Available,Available,0.5,Moderate relative prevalence,0.18518518518518517
Heart failure,Age-standardized prevalence,Prince Edward Island,Both sexes,Total,40+,2023–2024,3.08,0.0547,2.97,3.19,1.78,3190.0,95110.0,Cardiology,Internal Medicine,Direct,Cardiovascular condition with broader medical management relevance,Prince Edward Island,Cardiology,175800,2,1.1376564277588168,,,,542.0,40+,496.0,591.0,Available,Unavailable_due_to_service_volume,0.16666666666666666,Lower relative prevalence,
Heart failure,Age-standardized prevalence,Nova Scotia,Both sexes,Total,40+,2023–2024,2.95,0.0204,2.91,2.99,0.69,21005.0,651245.0,Cardiology,Internal Medicine,Direct,Cardiovascular condition with broader medical management relevance,Nova Scotia,Cardiology,1056200,54,5.112668055292558,18560.0,343.7037037037037,0.16511306934429126,548.0,40+,530.0,566.0,Available,Available,0.08333333333333333,Lower relative prevalence,0.07407407407407407
Heart failure,Age-standardized prevalence,New Brunswick,Both sexes,Total,40+,2023–2024,,,,,,,,Cardiology,Internal Medicine,Direct,Cardiovascular condition with broader medical management relevance,New Brunswick,Cardiology,835000,35,4.191616766467066,58079.0,1659.4,0.7971651870999739,,40+,,,Unavailable_for_geography,Available,,Evidence unavailable,0.2962962962962963
Heart failure,Age-standardized prevalence,Quebec,Both sexes,Total,40+,2023–2024,3.63,0.0082,3.61,3.65,0.23,196480.0,4819585.0,Cardiology,Internal Medicine,Direct,Cardiovascular condition with broader medical management relevance,Quebec,Cardiology,8903100,472,5.301524188204109,1557734.0,3300.2838983050847,1.5854353569214197,579.0,40+,572.0,586.0,Available,Available,0.25,Lower relative prevalence,0.9629629629629629
Heart failure,Age-standardized prevalence,Ontario,Both sexes,Total,40+,2023–2024,3.64,0.0063,3.63,3.65,0.17,335880.0,8576015.0,Cardiology,Internal Medicine,Direct,Cardiovascular condition with broader medical management relevance,Ontario,Cardiology,15788400,671,4.249955663651795,1850902.0,2758.4232488822654,1.325128953414577,671.0,40+,665.0,676.0,Available,Available,0.3333333333333333,Lower relative prevalence,0.7407407407407407
Heart failure,Age-standardized prevalence,Manitoba,Both sexes,Total,40+,2023–2024,4.13,0.0236,4.09,4.18,0.57,30920.0,720445.0,Cardiology,Internal Medicine,Direct,Cardiovascular condition with broader medical management relevance,Manitoba,Cardiology,1461000,42,2.8747433264887063,113730.0,2707.8571428571427,1.3008373182630557,729.0,40+,709.0,750.0,Available,Available,0.75,High relative prevalence,0.6296296296296297
Heart failure,Age-standardized prevalence,Saskatchewan,Both sexes,Total,40+,2023–2024,3.7,0.0241,3.65,3.74,0.65,23755.0,622080.0,Cardiology,Internal Medicine,Direct,Cardiovascular condition with broader medical management relevance,Saskatchewan,Cardiology,1217700,37,3.038515233637185,85481.0,2310.297297297297,1.1098521015165503,578.0,40+,559.0,598.0,Available,Available,0.4166666666666667,Lower relative prevalence,0.4074074074074074
Heart failure,Age-standardized prevalence,Alberta,Both sexes,Total,40+,2023–2024,3.91,0.013,3.89,3.94,0.33,90955.0,2559655.0,Cardiology,Internal Medicine,Direct,Cardiovascular condition with broader medical management relevance,Alberta,Cardiology,4734700,167,3.527150611443175,472844.0,2831.4011976047905,1.3601870950004296,658.0,40+,647.0,669.0,Available,Available,0.5833333333333334,Moderate relative prevalence,0.8518518518518519
Heart failure,Age-standardized prevalence,British Columbia,Both sexes,Total,40+,2023–2024,4.24,0.0113,4.21,4.26,0.27,143400.0,3057505.0,Cardiology,Internal Medicine,Direct,Cardiovascular condition with broader medical management relevance,British Columbia,Cardiology,5585500,176,3.15101602363262,449957.0,2556.5738636363635,1.228161794829809,711.0,40+,702.0,721.0,Available,Available,0.8333333333333334,High relative prevalence,0.5185185185185185
Heart failure,Age-standardized prevalence,Yukon,Both sexes,Total,40+,2023–2024,4.28,0.1589,3.98,4.61,3.71,790.0,23065.0,Cardiology,Internal Medicine,Direct,Cardiovascular condition with broader medical management relevance,Yukon,Cardiology,45700,0,0.0,,,,820.0,40+,675.0,993.0,Available,Unavailable_due_to_service_volume,0.9166666666666666,High relative prevalence,
Heart failure,Age-standardized prevalence,Northwest Territories,Both sexes,Total,40+,2023–2024,4.02,0.1851,3.67,4.41,4.6,560.0,19890.0,Cardiology,Internal Medicine,Direct,Cardiovascular condition with broader medical management relevance,Northwest Territories,Cardiology,44300,0,0.0,,,,526.0,40+,399.0,699.0,Available,Unavailable_due_to_service_volume,0.6666666666666666,Moderate relative prevalence,
Heart failure,Age-standardized prevalence,Nunavut,Both sexes,Total,40+,2023–2024,6.52,0.3562,5.85,7.31,5.46,515.0,13175.0,Cardiology,Internal Medicine,Direct,Cardiovascular condition with broader medical management relevance,Nunavut,Cardiology,40900,0,0.0,,,,757.0,40+,548.0,1109.0,Available,Unavailable_due_to_service_volume,1.0,High relative prevalence,
Hypertension,Age-standardized prevalence,Newfoundland and Labrador,Both sexes,Total,20+,2023–2024,31.05,0.0775,30.9,31.2,0.25,164380.0,456840.0,Internal Medicine,Cardiology,Multi_specialty,Broad adult medical condition with cardiovascular management relevance,Newfoundland and Labrador,Internal Medicine,540500,64,11.840888066604997,204038.0,3188.09375,1.531539924497413,2667.0,20+,2590.0,2747.0,Available,Available,0.9166666666666666,High relative prevalence,0.35833333333333334
Hypertension,Age-standardized prevalence,Prince Edward Island,Both sexes,Total,20+,2023–2024,25.5,0.1301,25.25,25.76,0.51,38835.0,144770.0,Internal Medicine,Cardiology,Multi_specialty,Broad adult medical condition with cardiovascular management relevance,Prince Edward Island,Internal Medicine,175800,17,9.670079635949945,10509.0,618.1764705882352,0.29696803774693986,2595.0,20+,2473.0,2724.0,Available,Available,0.5833333333333334,Moderate relative prevalence,0.058333333333333334
Hypertension,Age-standardized prevalence,Nova Scotia,Both sexes,Total,20+,2023–2024,26.84,0.051,26.74,26.94,0.19,279305.0,950925.0,Internal Medicine,Cardiology,Multi_specialty,Broad adult medical condition with cardiovascular management relevance,Nova Scotia,Internal Medicine,1056200,98,9.278545729975384,145180.0,1481.428571428571,0.7116688467627479,2608.0,20+,2561.0,2656.0,Available,Available,0.75,High relative prevalence,0.15833333333333333
Hypertension,Age-standardized prevalence,New Brunswick,Both sexes,Total,20+,2023–2024,,,,,,,,Internal Medicine,Cardiology,Multi_specialty,Broad adult medical condition with cardiovascular management relevance,New Brunswick,Internal Medicine,835000,70,8.383233532934131,221150.0,3159.285714285714,1.5177007276912413,,20+,,,Unavailable_for_geography,Available,,Evidence unavailable,0.25833333333333336
Hypertension,Age-standardized prevalence,Quebec,Both sexes,Total,20+,2023–2024,20.65,0.0163,20.62,20.68,0.08,1623750.0,6976160.0,Internal Medicine,Cardiology,Multi_specialty,Broad adult medical condition with cardiovascular management relevance,Quebec,Internal Medicine,8903100,945,10.614280419179837,7159196.0,7575.868783068783,3.6393990935879703,1560.0,20+,1547.0,1573.0,Available,Available,0.08333333333333333,Lower relative prevalence,0.7583333333333333
Hypertension,Age-standardized prevalence,Ontario,Both sexes,Total,20+,2023–2024,25.08,0.0137,25.06,25.11,0.05,3364045.0,13234780.0,Internal Medicine,Cardiology,Multi_specialty,Broad adult medical condition with cardiovascular management relevance,Ontario,Internal Medicine,15788400,1734,10.982746826784222,13644203.0,7868.6291810841985,3.780039323465891,2283.0,20+,2271.0,2295.0,Available,Available,0.5,Moderate relative prevalence,0.9583333333333334
Hypertension,Age-standardized prevalence,Manitoba,Both sexes,Total,20+,2023–2024,31.23,0.0533,31.12,31.33,0.17,345830.0,1151160.0,Internal Medicine,Cardiology,Multi_specialty,Broad adult medical condition with cardiovascular management relevance,Manitoba,Internal Medicine,1461000,126,8.624229979466119,964395.0,7653.928571428572,3.676898518556522,3531.0,20+,3475.0,3588.0,Available,Available,1.0,High relative prevalence,0.8583333333333333
Hypertension,Age-standardized prevalence,Saskatchewan,Both sexes,Total,20+,2023–2024,27.33,0.0539,27.23,27.44,0.2,259600.0,991795.0,Internal Medicine,Cardiology,Multi_specialty,Broad adult medical condition with cardiovascular management relevance,Saskatchewan,Internal Medicine,1217700,117,9.608277900960829,489055.0,4179.957264957265,2.008024837404817,2877.0,20+,2824.0,2932.0,Available,Available,0.8333333333333334,High relative prevalence,0.4583333333333333
Hypertension,Age-standardized prevalence,Alberta,Both sexes,Total,20+,2023–2024,26.42,0.0269,26.37,26.48,0.1,979145.0,4147820.0,Internal Medicine,Cardiology,Multi_specialty,Broad adult medical condition with cardiovascular management relevance,Alberta,Internal Medicine,4734700,521,11.003865081208946,2652189.0,5090.573896353167,2.4454792651154724,2793.0,20+,2767.0,2819.0,Available,Available,0.6666666666666666,Moderate relative prevalence,0.6583333333333333
Hypertension,Age-standardized prevalence,British Columbia,Both sexes,Total,20+,2023–2024,24.15,0.0224,24.1,24.19,0.09,1174755.0,4767375.0,Internal Medicine,Cardiology,Multi_specialty,Broad adult medical condition with cardiovascular management relevance,British Columbia,Internal Medicine,5585500,673,12.049055590367916,2850985.0,4236.233283803864,2.035059478294952,2632.0,20+,2611.0,2654.0,Available,Available,0.25,Lower relative prevalence,0.5583333333333333
Hypertension,Age-standardized prevalence,Yukon,Both sexes,Total,20+,2023–2024,24.31,0.2797,23.77,24.87,1.15,8015.0,37815.0,Internal Medicine,Cardiology,Multi_specialty,Broad adult medical condition with cardiovascular management relevance,Yukon,Internal Medicine,45700,0,0.0,,,,3204.0,20+,2887.0,3569.0,Available,Unavailable_due_to_service_volume,0.4166666666666667,Lower relative prevalence,
Hypertension,Age-standardized prevalence,Northwest Territories,Both sexes,Total,20+,2023–2024,23.88,0.3229,23.25,24.53,1.35,6290.0,33585.0,Internal Medicine,Cardiology,Multi_specialty,Broad adult medical condition with cardiovascular management relevance,Northwest Territories,Internal Medicine,44300,1,2.257336343115124,,,,2367.0,20+,2091.0,2764.0,Available,Unavailable_due_to_service_volume,0.16666666666666666,Lower relative prevalence,
Hypertension,Age-standardized prevalence,Nunavut,Both sexes,Total,20+,2023–2024,24.16,0.4893,23.21,25.17,2.03,3705.0,26370.0,Internal Medicine,Cardiology,Multi_specialty,Broad adult medical condition with cardiovascular management relevance,Nunavut,Internal Medicine,40900,0,0.0,,,,1515.0,20+,1117.0,2831.0,Available,Unavailable_due_to_service_volume,0.3333333333333333,Lower relative prevalence,
Ischemic heart disease,Age-standardized prevalence,Newfoundland and Labrador,Both sexes,Total,20+,2023–2024,7.59,0.0374,7.51,7.66,0.49,41915.0,456840.0,Cardiology,Internal Medicine,Direct,Cardiovascular condition with primary relevance to cardiology,Newfoundland and Labrador,Cardiology,540500,18,3.330249768732655,26674.0,1481.888888888889,0.7118899803377627,531.0,20+,509.0,553.0,Available,Available,0.6666666666666666,Moderate relative prevalence,0.18518518518518517
Ischemic heart disease,Age-standardized prevalence,Prince Edward Island,Both sexes,Total,20+,2023–2024,5.97,0.062,5.85,6.09,1.04,9355.0,144765.0,Cardiology,Internal Medicine,Direct,Cardiovascular condition with primary relevance to cardiology,Prince Edward Island,Cardiology,175800,2,1.1376564277588168,,,,416.0,20+,381.0,452.0,Available,Unavailable_due_to_service_volume,0.16666666666666666,Lower relative prevalence,
Ischemic heart disease,Age-standardized prevalence,Nova Scotia,Both sexes,Total,20+,2023–2024,6.66,0.025,6.61,6.71,0.38,71465.0,950930.0,Cardiology,Internal Medicine,Direct,Cardiovascular condition with primary relevance to cardiology,Nova Scotia,Cardiology,1056200,54,5.112668055292558,18560.0,343.7037037037037,0.16511306934429126,423.0,20+,409.0,436.0,Available,Available,0.4166666666666667,Lower relative prevalence,0.07407407407407407
Ischemic heart disease,Age-standardized prevalence,New Brunswick,Both sexes,Total,20+,2023–2024,,,,,,,,Cardiology,Internal Medicine,Direct,Cardiovascular condition with primary relevance to cardiology,New Brunswick,Cardiology,835000,35,4.191616766467066,58079.0,1659.4,0.7971651870999739,,20+,,,Unavailable_for_geography,Available,,Evidence unavailable,0.2962962962962963
Ischemic heart disease,Age-standardized prevalence,Quebec,Both sexes,Total,20+,2023–2024,8.01,0.01,7.99,8.03,0.13,645885.0,6976165.0,Cardiology,Internal Medicine,Direct,Cardiovascular condition with primary relevance to cardiology,Quebec,Cardiology,8903100,472,5.301524188204109,1557734.0,3300.2838983050847,1.5854353569214197,625.0,20+,619.0,632.0,Available,Available,0.9166666666666666,High relative prevalence,0.9629629629629629
Ischemic heart disease,Age-standardized prevalence,Ontario,Both sexes,Total,20+,2023–2024,7.94,0.0077,7.92,7.95,0.1,1082410.0,13234780.0,Cardiology,Internal Medicine,Direct,Cardiovascular condition with primary relevance to cardiology,Ontario,Cardiology,15788400,671,4.249955663651795,1850902.0,2758.4232488822654,1.325128953414577,557.0,20+,552.0,561.0,Available,Available,0.75,High relative prevalence,0.7407407407407407
Ischemic heart disease,Age-standardized prevalence,Manitoba,Both sexes,Total,20+,2023–2024,6.39,0.024,6.35,6.44,0.38,71525.0,1151155.0,Cardiology,Internal Medicine,Direct,Cardiovascular condition with primary relevance to cardiology,Manitoba,Cardiology,1461000,42,2.8747433264887063,113730.0,2707.8571428571427,1.3008373182630557,511.0,20+,497.0,526.0,Available,Available,0.25,Lower relative prevalence,0.6296296296296297
Ischemic heart disease,Age-standardized prevalence,Saskatchewan,Both sexes,Total,20+,2023–2024,7.23,0.0276,7.18,7.29,0.38,69220.0,991795.0,Cardiology,Internal Medicine,Direct,Cardiovascular condition with primary relevance to cardiology,Saskatchewan,Cardiology,1217700,37,3.038515233637185,85481.0,2310.297297297297,1.1098521015165503,518.0,20+,502.0,534.0,Available,Available,0.5833333333333334,Moderate relative prevalence,0.4074074074074074
Ischemic heart disease,Age-standardized prevalence,Alberta,Both sexes,Total,20+,2023–2024,8.07,0.015,8.04,8.1,0.19,292825.0,4147815.0,Cardiology,Internal Medicine,Direct,Cardiovascular condition with primary relevance to cardiology,Alberta,Cardiology,4734700,167,3.527150611443175,472844.0,2831.4011976047905,1.3601870950004296,736.0,20+,727.0,746.0,Available,Available,1.0,High relative prevalence,0.8518518518518519
Ischemic heart disease,Age-standardized prevalence,British Columbia,Both sexes,Total,20+,2023–2024,7.97,0.0128,7.95,8.0,0.16,395575.0,4767375.0,Cardiology,Internal Medicine,Direct,Cardiovascular condition with primary relevance to cardiology,British Columbia,Cardiology,5585500,176,3.15101602363262,449957.0,2556.5738636363635,1.228161794829809,812.0,20+,803.0,821.0,Available,Available,0.8333333333333334,High relative prevalence,0.5185185185185185
Ischemic heart disease,Age-standardized prevalence,Yukon,Both sexes,Total,20+,2023–2024,4.95,0.1312,4.69,5.22,2.65,1530.0,37815.0,Cardiology,Internal Medicine,Direct,Cardiovascular condition with primary relevance to cardiology,Yukon,Cardiology,45700,0,0.0,,,,473.0,20+,392.0,571.0,Available,Unavailable_due_to_service_volume,0.08333333333333333,Lower relative prevalence,
Ischemic heart disease,Age-standardized prevalence,Northwest Territories,Both sexes,Total,20+,2023–2024,6.8,0.1837,6.45,7.18,2.7,1590.0,33585.0,Cardiology,Internal Medicine,Direct,Cardiovascular condition with primary relevance to cardiology,Northwest Territories,Cardiology,44300,0,0.0,,,,491.0,20+,388.0,628.0,Available,Unavailable_due_to_service_volume,0.5,Moderate relative prevalence,
Ischemic heart disease,Age-standardized prevalence,Nunavut,Both sexes,Total,20+,2023–2024,6.5,0.2732,5.98,7.09,4.2,855.0,26365.0,Cardiology,Internal Medicine,Direct,Cardiovascular condition with primary relevance to cardiology,Nunavut,Cardiology,40900,0,0.0,,,,549.0,20+,384.0,833.0,Available,Unavailable_due_to_service_volume,0.3333333333333333,Lower relative prevalence,
Stroke,Age-standardized prevalence,Newfoundland and Labrador,Both sexes,Total,20+,2023–2024,2.33,0.0209,2.29,2.37,0.9,12695.0,456840.0,Neurology,Internal Medicine,Multi_specialty,Neurologic condition with broader medical management relevance,Newfoundland and Labrador,Neurology,540500,12,2.2201665124884364,12144.0,1012.0,0.4861583520219197,264.0,20+,250.0,279.0,Available,Available,0.25,Lower relative prevalence,0.56
Stroke,Age-standardized prevalence,Prince Edward Island,Both sexes,Total,20+,2023–2024,3.33,0.0464,3.24,3.43,1.39,5220.0,144770.0,Neurology,Internal Medicine,Multi_specialty,Neurologic condition with broader medical management relevance,Prince Edward Island,Neurology,175800,3,1.706484641638225,0.0,0.0,0.0,332.0,20+,302.0,363.0,Available,Available,0.9166666666666666,High relative prevalence,0.06
Stroke,Age-standardized prevalence,Nova Scotia,Both sexes,Total,20+,2023–2024,2.01,0.0137,1.98,2.04,0.68,21640.0,950930.0,Neurology,Internal Medicine,Multi_specialty,Neurologic condition with broader medical management relevance,Nova Scotia,Neurology,1056200,33,3.124408256012119,13474.0,408.3030303030303,0.19614617424671657,208.0,20+,199.0,217.0,Available,Available,0.08333333333333333,Lower relative prevalence,0.16
Stroke,Age-standardized prevalence,New Brunswick,Both sexes,Total,20+,2023–2024,,,,,,,,Neurology,Internal Medicine,Multi_specialty,Neurologic condition with broader medical management relevance,New Brunswick,Neurology,835000,23,2.754491017964072,13623.0,592.304347826087,0.2845392348167474,,20+,,,Unavailable_for_geography,Available,,Evidence unavailable,0.26
Stroke,Age-standardized prevalence,Quebec,Both sexes,Total,20+,2023–2024,2.7,0.0058,2.69,2.71,0.22,217175.0,6976165.0,Neurology,Internal Medicine,Multi_specialty,Neurologic condition with broader medical management relevance,Quebec,Neurology,8903100,290,3.257292403769473,590742.0,2037.0413793103448,0.978581699571122,289.0,20+,285.0,293.0,Available,Available,0.4166666666666667,Lower relative prevalence,0.86
Stroke,Age-standardized prevalence,Ontario,Both sexes,Total,20+,2023–2024,3.06,0.0047,3.05,3.07,0.15,423260.0,13234780.0,Neurology,Internal Medicine,Multi_specialty,Neurologic condition with broader medical management relevance,Ontario,Neurology,15788400,502,3.1795495427022376,967625.0,1927.5398406374504,0.92597785808389,322.0,20+,319.0,325.0,Available,Available,0.7083333333333334,Moderate relative prevalence,0.76
Stroke,Age-standardized prevalence,Manitoba,Both sexes,Total,20+,2023–2024,3.06,0.0165,3.02,3.09,0.54,34490.0,1151160.0,Neurology,Internal Medicine,Multi_specialty,Neurologic condition with broader medical management relevance,Manitoba,Neurology,1461000,43,2.943189596167009,89819.0,2088.813953488372,1.0034529143362627,358.0,20+,346.0,370.0,Available,Available,0.7083333333333334,Moderate relative prevalence,0.96
Stroke,Age-standardized prevalence,Saskatchewan,Both sexes,Total,20+,2023–2024,2.92,0.0175,2.89,2.96,0.6,28300.0,991790.0,Neurology,Internal Medicine,Multi_specialty,Neurologic condition with broader medical management relevance,Saskatchewan,Neurology,1217700,35,2.874271166954094,32112.0,917.4857142857144,0.4407542913644237,302.0,20+,291.0,314.0,Available,Available,0.5833333333333334,Moderate relative prevalence,0.46
Stroke,Age-standardized prevalence,Alberta,Both sexes,Total,20+,2023–2024,2.68,0.0087,2.67,2.7,0.32,97005.0,4147815.0,Neurology,Internal Medicine,Multi_specialty,Neurologic condition with broader medical management relevance,Alberta,Neurology,4734700,206,4.350856442858047,187727.0,911.2961165048544,0.4377808480276436,276.0,20+,270.0,282.0,Available,Available,0.3333333333333333,Lower relative prevalence,0.36
Stroke,Age-standardized prevalence,British Columbia,Both sexes,Total,20+,2023–2024,2.91,0.0076,2.9,2.93,0.26,147315.0,4767370.0,Neurology,Internal Medicine,Multi_specialty,Neurologic condition with broader medical management relevance,British Columbia,Neurology,5585500,233,4.171515531286366,256049.0,1098.9227467811158,0.5279154857455619,330.0,20+,325.0,336.0,Available,Available,0.5,Moderate relative prevalence,0.66
Stroke,Age-standardized prevalence,Yukon,Both sexes,Total,20+,2023–2024,2.29,0.0901,2.12,2.48,3.93,700.0,37810.0,Neurology,Internal Medicine,Multi_specialty,Neurologic condition with broader medical management relevance,Yukon,Neurology,45700,0,0.0,,,,291.0,20+,231.0,366.0,Available,Unavailable_due_to_service_volume,0.16666666666666666,Lower relative prevalence,
Stroke,Age-standardized prevalence,Northwest Territories,Both sexes,Total,20+,2023–2024,3.09,0.124,2.85,3.35,4.01,725.0,33580.0,Neurology,Internal Medicine,Multi_specialty,Neurologic condition with broader medical management relevance,Northwest Territories,Neurology,44300,0,0.0,,,,335.0,20+,256.0,442.0,Available,Unavailable_due_to_service_volume,0.8333333333333334,High relative prevalence,
Stroke,Age-standardized prevalence,Nunavut,Both sexes,Total,20+,2023–2024,3.91,0.2004,3.52,4.35,5.13,570.0,26365.0,Neurology,Internal Medicine,Multi_specialty,Neurologic condition with broader medical management relevance,Nunavut,Neurology,40900,0,0.0,,,,288.0,20+,191.0,478.0,Available,Unavailable_due_to_service_volume,1.0,High relative prevalence,
Asthma,Age-standardized prevalence,Newfoundland and Labrador,Both sexes,Total,1+,2023–2024,11.55,0.0475,11.45,11.64,0.41,61265.0,550535.0,Internal Medicine,Pediatrics,Closest_available,No respirology specialty is available in the market dataset; Internal Medicine provides the closest adult medical category with pediatric relevance,Newfoundland and Labrador,Internal Medicine,540500,64,11.840888066604997,204038.0,3188.09375,1.531539924497413,355.0,1+,338.0,373.0,Available,Available,0.8333333333333334,High relative prevalence,0.35833333333333334
Asthma,Age-standardized prevalence,Prince Edward Island,Both sexes,Total,1+,2023–2024,10.71,0.0776,10.56,10.86,0.72,19200.0,178460.0,Internal Medicine,Pediatrics,Closest_available,No respirology specialty is available in the market dataset; Internal Medicine provides the closest adult medical category with pediatric relevance,Prince Edward Island,Internal Medicine,175800,17,9.670079635949945,10509.0,618.1764705882352,0.29696803774693986,368.0,1+,338.0,399.0,Available,Available,0.5,Moderate relative prevalence,0.058333333333333334
Asthma,Age-standardized prevalence,Nova Scotia,Both sexes,Total,1+,2023–2024,11.01,0.0312,10.95,11.07,0.28,126355.0,1149030.0,Internal Medicine,Pediatrics,Closest_available,No respirology specialty is available in the market dataset; Internal Medicine provides the closest adult medical category with pediatric relevance,Nova Scotia,Internal Medicine,1056200,98,9.278545729975384,145180.0,1481.428571428571,0.7116688467627479,299.0,1+,289.0,311.0,Available,Available,0.5833333333333334,Moderate relative prevalence,0.15833333333333333
